ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-09-06,72.77347014047663,38.06622657045825,113.82239326898859,72.77347014047663,72.77347014047663,1.369117387999055,1.369117387999055,1.369117387999055,-10.932887934248763,-10.932887934248763,-10.932887934248763,12.302005322247817,12.302005322247817,12.302005322247817,0.0,0.0,0.0,74.14258752847569
2015-09-07,72.86637975790482,63.467921738015875,131.6413746766601,72.86637975790482,72.86637975790482,24.95812479849883,24.95812479849883,24.95812479849883,11.223608935721675,11.223608935721675,11.223608935721675,13.734515862777158,13.734515862777158,13.734515862777158,0.0,0.0,0.0,97.82450455640365
2015-09-08,72.959289375333,38.417001186268315,110.02704114287255,72.959289375333,72.959289375333,2.4562562901288487,2.4562562901288487,2.4562562901288487,-12.61272436729021,-12.61272436729021,-12.61272436729021,15.068980657419061,15.068980657419061,15.068980657419061,0.0,0.0,0.0,75.41554566546185
2015-09-09,73.05219899276119,51.48958685608587,122.8707722924218,73.05219899276119,73.05219899276119,12.740183863055,12.740183863055,12.740183863055,-3.5457513719470555,-3.5457513719470555,-3.5457513719470555,16.285935235002057,16.285935235002057,16.285935235002057,0.0,0.0,0.0,85.79238285581619
2015-09-10,73.14510861018937,59.73247068086166,130.20100000562587,73.14510861018937,73.14510861018937,21.280959692724124,21.280959692724124,21.280959692724124,3.911419999531206,3.911419999531206,3.911419999531206,17.36953969319292,17.36953969319292,17.36953969319292,0.0,0.0,0.0,94.42606830291349
2015-09-11,73.23801822761754,64.19043955787957,134.9830299276067,73.23801822761754,73.23801822761754,28.00463963904181,28.00463963904181,28.00463963904181,9.696665871123122,9.696665871123122,9.696665871123122,18.307973767918686,18.307973767918686,18.307973767918686,0.0,0.0,0.0,101.24265786665936
2015-09-12,73.33092784504574,59.65346286207704,128.29341792517573,73.33092784504574,73.33092784504574,21.353380110128477,21.353380110128477,21.353380110128477,2.2596688669885983,2.2596688669885983,2.2596688669885983,19.09371124313988,19.09371124313988,19.09371124313988,0.0,0.0,0.0,94.6843079551742
2015-09-13,73.42383746247393,44.454923775432064,114.57013423518174,73.42383746247393,73.42383746247393,8.79077805842461,8.79077805842461,8.79077805842461,-10.932887934220428,-10.932887934220428,-10.932887934220428,19.72366599264504,19.72366599264504,19.72366599264504,0.0,0.0,0.0,82.21461552089853
2015-09-14,73.5167470799021,68.2123651457823,138.38597838149684,73.5167470799021,73.5167470799021,31.422814605218367,31.422814605218367,31.422814605218367,11.223608935722789,11.223608935722789,11.223608935722789,20.19920566949558,20.19920566949558,20.19920566949558,0.0,0.0,0.0,104.93956168512047
2015-09-15,73.60965669733028,47.96822286174531,116.88660368708953,73.60965669733028,73.60965669733028,7.913308535555428,7.913308535555428,7.913308535555428,-12.612724367316396,-12.612724367316396,-12.612724367316396,20.526032902871822,20.526032902871822,20.526032902871822,0.0,0.0,0.0,81.52296523288571
2015-09-16,73.70256631475847,55.532290025124446,126.12314258293668,73.70256631475847,73.70256631475847,17.168186344028484,17.168186344028484,17.168186344028484,-3.545751371907299,-3.545751371907299,-3.545751371907299,20.71393771593578,20.71393771593578,20.71393771593578,0.0,0.0,0.0,90.87075265878696
2015-09-17,73.79547593218666,64.08400249378441,134.12408065199546,73.79547593218666,73.79547593218666,24.687848630189556,24.687848630189556,24.687848630189556,3.9114199995234267,3.9114199995234267,3.9114199995234267,20.776428630666132,20.776428630666132,20.776428630666132,0.0,0.0,0.0,98.48332456237623
2015-09-18,73.88838554961482,70.45088007905038,143.56154468292556,73.88838554961482,73.88838554961482,30.42691933915041,30.42691933915041,30.42691933915041,9.696665871179226,9.696665871179226,9.696665871179226,20.73025346797118,20.73025346797118,20.73025346797118,0.0,0.0,0.0,104.31530488876524
2015-09-19,73.98129516704302,62.415865564038334,134.17169779926027,73.98129516704302,73.98129516704302,22.85449294798399,22.85449294798399,22.85449294798399,2.2596688669911664,2.2596688669911664,2.2596688669911664,20.594824080992826,20.594824080992826,20.594824080992826,0.0,0.0,0.0,96.835788115027
2015-09-20,74.07420478447119,49.411126358336084,119.00631008898814,74.07420478447119,74.07420478447119,9.458674148268095,9.458674148268095,9.458674148268095,-10.93288793422132,-10.93288793422132,-10.93288793422132,20.391562082489415,20.391562082489415,20.391562082489415,0.0,0.0,0.0,83.5328789327393
2015-09-21,74.16711439422744,69.46280311261529,139.79071218561396,74.16711439422744,74.16711439422744,31.366793896490808,31.366793896490808,31.366793896490808,11.223608935723904,11.223608935723904,11.223608935723904,20.143184960766902,20.143184960766902,20.143184960766902,0.0,0.0,0.0,105.53390829071824
